m	trial	K_relative_error	S_relative_error
1000	100	0.052420258457357871	0.045366943655913428
1000	101	-0.0056109046932603102	-0.00023176846714867416
1000	102	-0.047709109501356317	-0.039096802395472752
1000	103	-0.017129735656039813	-0.015821697331052653
1000	104	0.022447854193865524	0.018212654414089924
1000	105	0.049463590534320812	0.04664780635599941
1000	106	-0.02995378794891046	-0.039243186704054023
1000	107	0.0099439096732829579	-0.0064896976589974287
1000	108	-0.01766193629632562	-0.017285540416865253
1000	109	0.026826334628710535	0.03006978340917188
1000	110	0.034982968665553171	0.041524355555655479
1000	111	-0.052005086816357626	-0.048062841296074854
1000	112	0.022404799498652039	0.017370944639747643
1000	113	0.014057992242028083	0.0029154941673483759
1000	114	-0.00327543536875885	-0.036461884841010095
1000	115	0.0095494864825114156	0.011442380142206776
1000	116	0.024780559756590881	0.024909736531682602
1000	117	-0.060130726328193718	-0.061347217299824064
1000	118	-0.013796910441883581	-0.052600754862093813
1000	119	-0.014947785929710133	-0.010295689682110143
1000	120	-0.034329163574395749	-0.00037815277572983419
1000	121	0.019715716467824995	0.0537108492450451
1000	122	-0.043887101846911802	-0.036059327992411738
1000	123	0.019090103484439735	0.028422959937632664
1000	124	0.011811809306713883	0.022421203285801106
1000	125	-0.037430367951733934	-0.029472034106255096
1000	126	0.0012353133966975793	-0.026471155780339206
1000	127	0.038240331865580846	0.027105501160401335
1000	128	-0.060440118812302268	-0.055308864570847271
1000	129	0.044891272195035414	0.051039335613437098
1000	130	-0.04561084165478968	-0.048831358916126555
1000	131	0.017362016056480023	0.022823760134399684
1000	132	-0.039416330531094501	-0.045501115895902888
1000	133	-0.01537718738259275	-0.024385179383056399
1000	134	-0.021115425797238796	-0.038730841624019741
1000	135	-0.0091162582110571044	0.01846882695410712
1000	136	-0.048448366548211941	-0.016151062025360541
1000	137	0.021403674871622425	0.03544940674953323
1000	138	0.00040376114599327551	-0.0072216192019037839
1000	139	-0.0069893406278803694	-0.0070020427390318218
1000	140	0.01759655514353442	0.0053674313360845272
1000	141	0.0068380342730627319	0.010856842907881692
1000	142	0.039801243784751694	-0.00594075650181769
1000	143	0.0024772986585133161	-0.0018785919386877792
1000	144	0.037167328952871559	0.026190599231768585
1000	145	-0.011219870198392656	0.011552168373642591
1000	146	-0.03707849221945303	-0.02606859893174085
1000	147	0.059923379275501842	0.032777893117925228
1000	148	-0.020584793279864066	-0.034815061369471101
1000	149	0.015129225783078404	-0.0040011644131160429
1000	150	0.012906971241835707	-0.0047330859560222871
1000	151	0.064363034105795247	0.04097541439847574
1000	152	-0.02136779589295501	-0.027715422403279955
1000	153	-0.039640189603367015	-0.023580065685859353
1000	154	-0.035242580909157328	-0.041182778792755781
1000	155	-0.025909252635136881	-0.021750261828593631
1000	156	0.005642142480122514	-0.022628567680081146
1000	157	-0.01757682450948872	-0.0059041604246723445
1000	158	-0.00359032837790485	-0.00908801913631474
1000	159	0.010971755136075512	0.031204261800676703
1000	160	-0.014166872866538061	-0.0085756740562803468
1000	161	0.027886598634091042	0.017846693642636691
1000	162	0.019706678895944352	-0.0049526624188941382
1000	163	-0.022509869366920232	-0.032399720277880184
1000	164	-0.031136213280705149	-0.03957255139836191
1000	165	0.03909134916918644	0.028825516786231242
1000	166	0.0078686737325952549	0.039840936006970917
1000	167	-0.043345553965861039	-0.062957444694217934
1000	168	0.031822371567735708	0.03468088912948164
1000	169	-0.00070107279645170717	0.01532156431961007
1000	170	-0.041392224239652053	-0.023177508837260885
1000	171	-0.0047976911477523032	-0.0063799094275615031
1000	172	-0.039234560280607678	-0.061347217299824064
1000	173	-0.024804453327144982	-0.049709664767614181
1000	174	-0.041934020628586866	-0.058712299745361518
1000	175	0.054207244330894744	0.03021616771775304
1000	176	0.013736105028328005	0.0066848901133158556
1000	177	0.057610897744288181	0.046940574973161953
1000	178	-0.047570050408831444	-0.06361617408283371
1000	179	0.0039344104731244833	-0.00594075650181769
1000	180	-0.026206413552478547	-0.047147939367442104
1000	181	0.0036068888438443025	-0.010515266144982105
1000	182	0.0082843367300642345	0.04426906134155395
1000	183	0.008796874279184852	0.003281454938801609
1000	184	0.0086144437481381342	0.031643414726420405
1000	185	-0.030576525291175272	-0.065043421091500964
1000	186	0.033033995461555277	0.049575492527624609
